Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
GOOGLE-ChIJF_Pf,2025-11-05,Kak Mah Tom Yam Seafood,Restaurant,1,100000,"39, Jln Sultan Ismail, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50300 Kuala Lumpur,Kuala Lumpur,50300.0,,,,+601124397879,,+601124397879,3.6,688.0,$$ (Moderate),OPERATIONAL,ChIJF_Pf2ChIzDERNLc0Zchsg_w,3.1592166,101.70198,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (688 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJpfdV,2025-11-05,El Cerdo,Restaurant,1,300000,"43 & 45, Changkat Bukit Bintang, City Centre, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,http://elcerdokl.com/,,,+60133094197,,+60133094197,4.4,1450.0,$$$ (Expensive),OPERATIONAL,ChIJpfdVdSo2zDERBhcmuU16uFI,3.1472361,101.7078781,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (1450 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJXS4-,2025-11-05,Geo Cafe,Restaurant,1,80000,"KH Tower, Lorong P Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,http://www.pacific-regency.com/,,,+603233277776819,,+603233277776819,4.3,18.0,Unknown,OPERATIONAL,ChIJXS4-lCpIzDER0zFfPd79TM8,3.1528892,101.7053962,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (18 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJTeUK,2025-11-05,Canton-i Restaurant @ The Gardens,Restaurant,1,80000,"lg-202 & 203A, The Gardens Mall, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,http://www.dragon-i.com.my/,,,+60322846888,,+60322846888,3.9,707.0,Unknown,OPERATIONAL,ChIJTeUKW45JzDERbYrE9HSITJ4,3.1186981,101.6756072,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (707 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJs4t9,2025-11-05,Bilique Bangsar,"Night Club, Bar, Restaurant",1,50000,"36A, 34A, Jalan Telawi, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,http://biliquebangsar.oddle.me/,,,,,,4.2,490.0,$ (Budget),OPERATIONAL,ChIJs4t9cJhJzDERxAj_-1zSTXI,3.1315612,101.6705841,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (490 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJkxdT,2025-11-05,Suzie Wong - Dinner and Show,"Restaurant, Bar",2,1000000,"Ground Floor, Wisma Lim Foo Yong, 86, Jalan Raja Chulan, Kuala Lumpur, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,http://www.suziewong.asia/rsvp,,,+60172266480,,+60172266480,4.8,3559.0,$$$$ (Very Expensive),CLOSED_TEMPORARILY,ChIJkxdTEyw2zDERNUtzSIepFck,3.1507586,101.7091848,Losing money to waste but don't know how much,3,,,Google Places API,Rating: 4.8/5 (3559 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJq6pq,2025-11-05,Mitasu Bukit Bintang,Restaurant,2,200000,"Wisma Chuang, B1, Jln Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,https://mitasujapaneserestaurant.beepit.com/ordering/?h=U2FsdGVkX1%2BirqFLm0AdVH2XzVngJNPIokNYsA7xiYSW7SPqQ6v1OjS%2B9jM%2BJps6&type=delivery&source=https%3A%2F%2Fbeepit.com%2Fsearchhttps://mitasujapaneserestaurant.beepit.com/ordering/?h=U2FsdGVkX1%2BirqFLm0AdVH2XzVngJNPIokNYsA7xiYSW7SPqQ6v1OjS%2B9jM%2BJps6&type=delivery&source=https%3A%2F%2Fbeepit.com%2Fsearch,,,+60321102833,,+60321102833,4.2,3534.0,$$ (Moderate),OPERATIONAL,ChIJq6pqdys2zDERXeAY6fyhq6k,3.1491219,101.7112751,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (3534 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJT1_C,2025-11-05,Lai Ching Yuen,Restaurant,1,200000,"Level 1, Grand Millennium Kuala Lumpur, 160, Bukit Bintang Rd, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://www.millenniumhotels.com/en/kuala-lumpur/grand-millennium-hotel-kuala-lumpur/lai-ching-yuen/?cid=gplaces-lai-ching-yuen,,,+60321174888,,+60321174888,4.0,317.0,$$$ (Expensive),OPERATIONAL,ChIJT1_CUSw2zDERQ7_nbpyp41s,3.1480912,101.7121225,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4/5 (317 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJdUps,2025-11-05,Restoran Ali Fathima,Restaurant,1,100000,"82, 10, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59000 Kuala Lumpur,Kuala Lumpur,59000.0,http://www.fathima.com.my/,,,+60322022286,,+60322022286,3.4,275.0,$$ (Moderate),OPERATIONAL,ChIJdUpssJZJzDERwRshuP4wZZ8,3.1276855,101.6775148,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (275 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJIfr-,2025-11-05,Purple Cane Tea Cuisine - The Gardens Mall,"Restaurant, Store",1,80000,"Lot LG-206, Lower Ground Floor, The Gardens Mid Valley City, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,https://www.tearestaurant.com.my/,,,+60322836090,,+60322836090,4.0,379.0,Unknown,OPERATIONAL,ChIJIfr-rI5JzDERcDLFqySXx5E,3.1186745,101.6758824,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (379 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJR1LG,2025-11-05,Relish,Restaurant,1,80000,"22, Changkat Bukit Bintang, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,http://www.relishworld.com/pages/contact.html,,,+60321453321,,+60321453321,4.0,3.0,Unknown,OPERATIONAL,ChIJR1LGy8dJzDEROweEIQz7qz4,3.147818899999999,101.7075278,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ39Kf,2025-11-05,Tiger Jit's Capati,Restaurant,1,80000,"32, Jalan San Peng, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55200 Kuala Lumpur,Kuala Lumpur,55200.0,,,,+60193068544,,+60193068544,3.7,195.0,Unknown,OPERATIONAL,ChIJ39KfiiA2zDERqP1Y6IkO1j0,3.133286,101.7121338,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (195 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJy-9s,2025-11-05,Hung Kee Restaurant,Restaurant,1,150000,"28-5, Jln Loke Yew, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55200 Kuala Lumpur,Kuala Lumpur,55200.0,https://hungkeerestaurant.shop/,,,+60392217251,,+60392217251,3.9,1627.0,$$ (Moderate),OPERATIONAL,ChIJy-9s1SE2zDER76PclGKQNEM,3.1329686,101.7072714,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (1627 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJwwLW,2025-11-05,Syed Bistro Bangsar,"Cafe, Restaurant",1,150000,"44, Persiaran Ara Kiri, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,http://www.syedbistro.com/,,,+60323870662,,+60323870662,3.6,1490.0,$$ (Moderate),OPERATIONAL,ChIJwwLWbJlJzDERHCMIjrz1gO8,3.1283002,101.6693939,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (1490 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJuS7u,2025-11-05,The Gurkhas Restaurant,Restaurant,1,80000,"27, Jalan Tun Tan Siew Sin, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50050 Kuala Lumpur,Kuala Lumpur,50050.0,,,,,,,4.2,37.0,Unknown,OPERATIONAL,ChIJuS7uJ9JJzDERVq6QHfZk0QE,3.14656,101.697595,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (37 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJe6Qe,2025-11-05,Pago-Pago Coffee House,Restaurant,1,80000,"20, Jln Raja Laut, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50350 Kuala Lumpur,Kuala Lumpur,50350.0,,,,+60326982255,,+60326982255,5.0,1.0,Unknown,OPERATIONAL,ChIJe6QeTiVIzDERsmvSjGHPJ7k,3.1623195,101.6954839,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJf0x7,2025-11-05,Lemon Garden 2Go,"Meal Takeaway, Restaurant",1,80000,"11, Jln Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,http://www.shangri-la.com/kualalumpur/shangrila/dining/restaurants/lemon-garden-2go/,,,+60327862378,,+60327862378,4.1,19.0,Unknown,OPERATIONAL,ChIJf0x7eSpIzDERYsudkpQYLs4,3.1540774,101.7063402,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (19 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJhSi8,2025-11-05,Starbucks,"Cafe, Store",1,100000,"Lot G-028SA, Plaza Low Yat, 7, Jalan Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,+60328569003,,+60328569003,4.1,558.0,$$ (Moderate),OPERATIONAL,ChIJhSi8BSk2zDERwpbcVBQX1IY,3.1444055,101.7099231,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (558 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJByCF,2025-11-05,The Royal Selangor Golf Club,Cafe,1,120000,"Jalan Kelab Golf, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,https://rsgc.com.my/,,,+60392063333,,+60392063333,4.4,1099.0,Unknown,OPERATIONAL,ChIJByCFeDY2zDERcQABICBdzz4,3.1453487,101.7260818,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (1099 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJo9SS,2025-11-05,Starbucks,"Cafe, Store",1,150000,"Lot No. G-09A, Ground Floor, Berjaya Times Square, 1, Jln Imbi, Imbi, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,+60321102014,,+60321102014,4.0,1014.0,$$ (Moderate),OPERATIONAL,ChIJo9SSkCg2zDERer5rcDD7GTQ,3.142638599999999,101.7101071,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1014 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJNYAC,2025-11-05,Sudu-ku Cafe,Cafe,1,80000,"Kuala Lumpur City Centre, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,,,,+60326981911,,+60326981911,1.0,1.0,Unknown,OPERATIONAL,ChIJNYACRixIzDERrrKOBRgfHDY,3.1551685,101.6990843,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 1/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJZe3X,2025-11-05,Zhong Hwa Tea Leaves,Cafe,1,80000,"62, Jalan Landak, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,+60321419986,,+60321419986,,,Unknown,OPERATIONAL,ChIJZe3XESQ2zDER3k06HagV3oM,3.1371842,101.7135071,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJoznu,2025-11-05,San Francisco Coffee St. Mary Place,Cafe,1,100000,"G-5, Ground Floor, St. Mary Place, Jalan Tengah, off, Jln Sultan Ismail, Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://sfcoffee.com/,,,+60323003838,,+60323003838,3.9,114.0,$$ (Moderate),OPERATIONAL,ChIJoznuy9c3zDERsrr_rdRztLk,3.1518182,101.7081989,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (114 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJc-pL,2025-11-05,Starbucks,"Cafe, Store",1,100000,"Lot 3 . 08 . 00 & 3 . 09 . 00, 168, Bukit Bintang Rd, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,+60328569112,,+60328569112,3.9,798.0,$$ (Moderate),OPERATIONAL,ChIJc-pLnyw2zDERiDCiII4CYdU,3.1493265,101.7127419,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (798 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJJVfw,2025-11-05,San Francisco Coffee Menara TM,Cafe,1,100000,"Menara TM, Ground Floor, North Wing, Jalan Pantai Jaya, Pantai Baru, 59200, 59100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59200.0,http://sfcoffee.com/,,,+60322420264,,+60322420264,4.1,43.0,$$ (Moderate),OPERATIONAL,ChIJJVfwaoFJzDERnq8kUD9WCko,3.116460399999999,101.6659784,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (43 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJc_kY,2025-11-05,BHPetrol Jalan Ma'arof,"Gas Station, Car Wash, Cafe",1,80000,"78, Jalan Ma'arof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59000 Kuala Lumpur,Kuala Lumpur,59000.0,https://instagram.com/bhpetrol_jalanmaarof?igshid=NGExMmI2YTkyZg==,,,+60322021713,,+60322021713,3.9,202.0,Unknown,OPERATIONAL,ChIJc_kYzqJJzDER_JLtUjQe9uQ,3.13387,101.67224,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (202 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ04v0,2025-11-05,DÔME (Suria KLCC),Cafe,5,300000,"G-45, Ground Floor, Menara Berkembar Petronas, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50088 Kuala Lumpur,Kuala Lumpur,50088.0,http://www.melium.com/,,,+60122241735,,+60122241735,4.5,5347.0,$$ (Moderate),OPERATIONAL,ChIJ04v0ftk3zDERdWU3viXdTzg,3.15653,101.7123279,Can't standardize operations across locations,2,,,Google Places API,Rating: 4.5/5 (5347 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJiV3K,2025-11-05,The Coffee Bean & Tea Leaf,Cafe,1,100000,"1C, Level 1, Prince Court Medical Centre, 39, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://www.coffeebean.com.my/,,,+60321814516,,+60321814516,3.7,154.0,$$ (Moderate),OPERATIONAL,ChIJiV3KrjM2zDERPPPS3OPdibQ,3.148708,101.7215481,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (154 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJuZcN,2025-11-05,Viva Mocha Coffee Bar,"Cafe, Store",1,80000,"9, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,,,,+60193738706,,+60193738706,,,Unknown,OPERATIONAL,ChIJuZcNv9U3zDERKp1EWUFe7kI,3.1548918,101.70883,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJxWoK,2025-11-05,San Francisco Coffee Chulan Tower,Cafe,1,100000,"Ground Floor, Chulan Tower, 3, Jalan Conlay, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://sfcoffee.com/,,,+60323006001,,+60323006001,4.5,17.0,$$ (Moderate),OPERATIONAL,ChIJxWoKXdQ3zDERgUOSr2FZ3QI,3.1492262,101.716082,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (17 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJlWBg,2025-11-05,Cafe Stelle by Raffles,Cafe,1,80000,"Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,+60321188833,,+60321188833,,,Unknown,OPERATIONAL,ChIJlWBgLSg2zDERXmq4CQF-RD8,3.143742999999999,101.707593,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJQ7J3,2025-11-05,Huckleberry - Bangsar Shopping Centre,Cafe,1,120000,"G108 & GK2, Bangsar Shopping Centre, 285, Jalan Maarof, Bangsar, 59000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",59000 Kuala Lumpur,Kuala Lumpur,59000.0,https://huckleberry.my/,,,+60320110066,,+60320110066,3.8,1101.0,Unknown,OPERATIONAL,ChIJQ7J3165JzDERd1IbYtBrg2s,3.1431727,101.6673841,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (1101 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJ4Rfw,2025-11-05,The Coffee Bean & Tea Leaf,"Cafe, Store",1,100000,"Lot C3.01.00, Level 3 Pavilion, 168, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://www.coffeebean.com.my/amlocator/pavilion%20kl/,,,+60321103675,,+60321103675,4.0,853.0,$$ (Moderate),OPERATIONAL,ChIJ4Rfweiw2zDERTPxD1wjXAoI,3.149694499999999,101.7124373,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (853 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJhUqu,2025-11-05,La Rica Coffee,Cafe,1,80000,"No.12-07, Level 12, Q Sentral, 2A, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.facebook.com/laricacoffee,,,,,,4.5,13.0,Unknown,OPERATIONAL,ChIJhUquWpVJzDER1vCpVCSZcok,3.1365741,101.6873302,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (13 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJFYK7,2025-11-05,The Orchid Conservatory,Cafe,1,80000,"The Majestic Hotel, 5, Jalan Sultan Hishamuddin, Tasik Perdana, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,https://www.majestickl.com/dining.html,,,+60327858000,,+60327858000,3.9,77.0,Unknown,OPERATIONAL,ChIJFYK7rMVJzDERNT8ra1GI8Eo,3.1392635,101.6921856,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (77 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJKQV9,2025-11-05,O'Briens Irish Sandwich Cafe @ NU Sentral,Cafe,1,80000,"Level GF, Unit No 07, NU Sentral, No. 201, Jalan Tun Sambathan,, Kuala Lumpur Sentral, 50470 Wilayah Persekutuan, Federal Territory of Kuala Lumpur, Malaysia",50470 Wilayah Persekutuan,Kuala Lumpur,50470.0,http://www.obriens.com.my/,,,+60173065949,,+60173065949,4.2,180.0,Unknown,OPERATIONAL,ChIJKQV9ScBJzDER9rmLEiUGEDM,3.1334699,101.6865736,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (180 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJKdKX,2025-11-05,Häagen-Dazs,"Cafe, Store",1,200000,"No. 27, Level One Unit, Nu Sentral, Shopping Center, 201, Jalan Tun Sambanthan, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,https://www.haagendazs.com.my/shop/kuala-lumpur/nu-sentral,,,+60322763853,,+60322763853,4.7,341.0,$$$ (Expensive),OPERATIONAL,ChIJKdKXVMBJzDERVC65DqfPWBk,3.133282699999999,101.6869682,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.7/5 (341 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJZ_dl,2025-11-05,Big Apple Donuts & Coffee @ Nu Sentral,"Cafe, Bakery, Store",1,100000,"Lot CC.12, Concourse Level, Nu Sentral, 201, Jalan Tun Sambanthan, Brickfields, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://www.bigappledonuts.com/,,,,,,3.6,68.0,$$ (Moderate),OPERATIONAL,ChIJZ_dltcFJzDER7O9BUocd-YM,3.1330712,101.6870347,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (68 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJta7J,2025-11-05,Tealive • NU Sentral 2,Cafe,1,100000,"CC.04, Concourse Floor, Nu Sentral, 201, Jalan Tun Sambanthan, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.tealive.com.my/,,,,,,3.0,148.0,$$ (Moderate),OPERATIONAL,ChIJta7JtsFJzDERz8SV-Hff2LI,3.1330712,101.6870347,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (148 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJK5iT,2025-11-05,"PODs The Backpackers Home & Cafe, Kuala Lumpur.","Cafe, Travel Agency, Lodging",1,80000,"G-6, 30, Jalan Thambipillay, Brickfields, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.podsbackpacker.com/,,,+60322760858,,+60322760858,4.1,919.0,Unknown,OPERATIONAL,ChIJK5iTfOpJzDERDZGY-YxO2sM,3.1318146,101.6878923,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (919 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJ229b,2025-11-05,It's A Grind Coffee House (Plaza Sentral),"Cafe, Store",1,80000,"Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,,,,,,,3.9,41.0,Unknown,CLOSED_TEMPORARILY,ChIJ229bBcBJzDERQ85plDiRSNE,3.132138299999999,101.6844213,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (41 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJzyaH,2025-11-05,Cafe ETC,"Cafe, Restaurant",1,150000,"198, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,https://www.instagram.com/cafe_etc/,,,+60320223551,,+60320223551,4.5,1160.0,$$ (Moderate),OPERATIONAL,ChIJzyaHPtBJzDERuxGq-CHuppU,3.1430527,101.6966312,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1160 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJaZD5,2025-11-05,Old China Cafe,Cafe,1,150000,"11, Jalan Balai Polis, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,http://www.oldchina.com.my/,,,+60320725915,,+60320725915,4.0,1191.0,$$ (Moderate),OPERATIONAL,ChIJaZD5nNpJzDERWecEEHzdZ2M,3.1413674,101.6973509,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1191 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
